model,scope,category,n_total,pct_zero,n_abs_gt_1,pct_abs_gt_1,n_abs_gt_10,pct_abs_gt_10,min,max,maxabs,"pct_(1e-08,1e-07]","pct_(1e-07,1e-06]","pct_(1e-06,1e-05]","pct_(1e-05,1e-04]","pct_(1e-04,1e-03]","pct_(1e-03,1e-02]","pct_(1e-02,1e-01]","pct_(1e-01,1e+00]","pct_(1e+00,1e+01]"
OPT-1.3B,L17,LayerNorm/final/bias,2048,0.0,0,0.0,0,0.0,-0.17431640625,0.2110595703125,0.2110595703125,0.0,0.0,0.048828125,0.0,0.537109375,5.419921875,63.96484375,30.029296875,0.0
OPT-1.3B,L17,LayerNorm/final/weight,2048,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
OPT-1.3B,L17,LayerNorm/self_attn/bias,2048,0.0,0,0.0,0,0.0,-0.25,0.2030029296875,0.25,0.0,0.0,0.0,0.29296875,2.587890625,24.90234375,71.484375,0.732421875,0.0
OPT-1.3B,L17,LayerNorm/self_attn/weight,2048,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
OPT-1.3B,L18,Attn/K/bias,2048,0.0,0,0.0,0,0.0,-0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.1953125,13.134765625,86.669921875,0.0
OPT-1.3B,L18,Attn/K/weight,4194304,7.152557373046875e-05,0,0.0,0,0.0,-0.263427734375,0.2587890625,0.263427734375,0.00030994415283203125,0.0034332275390625,0.04086494445800781,0.3821134567260742,3.851628303527832,36.34464740753174,59.32157039642334,0.05536079406738281,0.0
OPT-1.3B,L18,Attn/O/bias,2048,0.0,0,0.0,0,0.0,-0.2498779296875,0.2308349609375,0.2498779296875,0.0,0.0,0.0,0.5859375,4.296875,44.7265625,50.1953125,0.1953125,0.0
OPT-1.3B,L18,Attn/O/weight,4194304,0.00011920928955078125,0,0.0,0,0.0,-0.27392578125,0.280517578125,0.280517578125,0.00016689300537109375,0.004029273986816406,0.03871917724609375,0.38127899169921875,3.855776786804199,36.13932132720947,59.57212448120117,0.008463859558105469,0.0
OPT-1.3B,L18,Attn/Q/bias,2048,0.0,0,0.0,0,0.0,-0.251220703125,0.250244140625,0.251220703125,0.0,0.0,0.0,0.29296875,3.857421875,38.037109375,55.078125,2.734375,0.0
OPT-1.3B,L18,Attn/Q/weight,4194304,9.5367431640625e-05,0,0.0,0,0.0,-0.25,0.25,0.25,0.0001430511474609375,0.0036954879760742188,0.03533363342285156,0.35974979400634766,3.6306142807006836,34.583210945129395,61.384034156799316,0.0031232833862304688,0.0
OPT-1.3B,L18,Attn/V/bias,2048,0.0,0,0.0,0,0.0,-0.041107177734375,0.0400390625,0.041107177734375,0.0,0.0,0.244140625,3.662109375,33.935546875,60.888671875,1.26953125,0.0,0.0
OPT-1.3B,L18,Attn/V/weight,4194304,7.152557373046875e-05,0,0.0,0,0.0,-0.1439208984375,0.1357421875,0.1439208984375,0.00021457672119140625,0.004267692565917969,0.036835670471191406,0.3891468048095703,3.8364410400390625,35.74023246765137,59.990715980529785,0.0020742416381835938,0.0
OPT-1.3B,L18,FFN/Intermediate/bias,8192,0.0,0,0.0,0,0.0,-0.125,0.0643310546875,0.125,0.0,0.0,0.0244140625,0.28076171875,2.4658203125,39.46533203125,57.75146484375,0.01220703125,0.0
OPT-1.3B,L18,FFN/Intermediate/weight,16777216,7.748603820800781e-05,0,0.0,0,0.0,-0.2469482421875,0.25,0.25,0.00019073486328125,0.003331899642944336,0.03603696823120117,0.34866929054260254,3.476029634475708,33.17077159881592,62.9483163356781,0.016576051712036133,0.0
OPT-1.3B,L18,FFN/Output/bias,2048,0.0,0,0.0,0,0.0,-0.158203125,0.1533203125,0.158203125,0.0,0.0,0.0,0.439453125,6.0546875,50.439453125,42.96875,0.09765625,0.0
OPT-1.3B,L18,FFN/Output/weight,16777216,0.00010728836059570312,0,0.0,0,0.0,-0.25341796875,0.285888671875,0.285888671875,0.0003457069396972656,0.0034749507904052734,0.03497004508972168,0.3538191318511963,3.5330891609191895,33.32622051239014,62.69744038581848,0.05053281784057617,0.0
OPT-1.3B,L18,LayerNorm/final/bias,2048,0.0,0,0.0,0,0.0,-0.20361328125,0.2061767578125,0.2061767578125,0.0,0.0,0.0,0.048828125,0.537109375,5.517578125,59.228515625,34.66796875,0.0
OPT-1.3B,L18,LayerNorm/final/weight,2048,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
OPT-1.3B,L18,LayerNorm/self_attn/bias,2048,0.0,0,0.0,0,0.0,-0.25,0.2188720703125,0.25,0.0,0.0,0.048828125,0.29296875,2.24609375,24.853515625,72.021484375,0.537109375,0.0
OPT-1.3B,L18,LayerNorm/self_attn/weight,2048,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
OPT-1.3B,L19,Attn/K/bias,2048,0.0,0,0.0,0,0.0,-0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.09765625,5.46875,94.43359375,0.0
