model,scope,category,n_total,pct_zero,n_abs_gt_1,pct_abs_gt_1,n_abs_gt_10,pct_abs_gt_10,min,max,maxabs,"pct_(1e-08,1e-07]","pct_(1e-07,1e-06]","pct_(1e-06,1e-05]","pct_(1e-05,1e-04]","pct_(1e-04,1e-03]","pct_(1e-03,1e-02]","pct_(1e-02,1e-01]","pct_(1e-01,1e+00]","pct_(1e+00,1e+01]","pct_(1e+01,1e+02]","pct_(1e+02,1e+03]"
GPT2-Medium,L18,Attn/O/bias,1024,0.0,2,0.1953125,0,0.0,-0.9568724036216736,1.692625641822815,1.692625641822815,0.0,0.0,0.0,0.0,0.78125,5.56640625,47.55859375,45.8984375,0.1953125,0.0,0.0
GPT2-Medium,L18,Attn/O/weight,1048576,0.0,82,0.00782012939453125,0,0.0,-1.554805040359497,1.4709222316741943,1.554805040359497,0.000286102294921875,0.000858306884765625,0.0072479248046875,0.0720977783203125,0.7439613342285156,7.263374328613281,59.8383903503418,32.06596374511719,0.00782012939453125,0.0,0.0
GPT2-Medium,L18,Attn/QKV/bias,3072,0.0,0,0.0,0,0.0,-0.7054274082183838,0.6740607619285583,0.7054274082183838,0.0,0.0,0.0,0.1953125,1.7578125,18.912760416666664,62.532552083333336,16.6015625,0.0,0.0,0.0
GPT2-Medium,L18,Attn/QKV/weight,3145728,0.0,18,0.00057220458984375,0,0.0,-1.6084178686141968,1.9472899436950684,1.9472899436950684,6.357828776041666e-05,0.000667572021484375,0.006866455078125,0.07184346516927084,0.7020314534505208,6.967862447102864,58.292039235432945,33.95805358886719,0.00057220458984375,0.0,0.0
GPT2-Medium,L18,FFN/Intermediate/bias,4096,0.0,0,0.0,0,0.0,-0.27850478887557983,0.698465883731842,0.698465883731842,0.0,0.0,0.0,0.0,0.3173828125,4.7607421875,71.484375,23.4375,0.0,0.0,0.0
GPT2-Medium,L18,FFN/Intermediate/weight,4194304,0.0,5,0.00011920928955078125,0,0.0,-1.5764317512512207,1.0615694522857666,1.5764317512512207,4.76837158203125e-05,0.0006914138793945312,0.006508827209472656,0.06916522979736328,0.6886720657348633,6.879448890686035,58.68582725524902,33.66951942443848,0.00011920928955078125,0.0,0.0
GPT2-Medium,L18,FFN/Output/bias,1024,0.0,3,0.29296875,0,0.0,-1.0681800842285156,1.7549693584442139,1.7549693584442139,0.0,0.0,0.0,0.0,0.390625,5.95703125,53.515625,39.84375,0.29296875,0.0,0.0
GPT2-Medium,L18,FFN/Output/weight,4194304,0.0,129,0.0030755996704101562,0,0.0,-3.0247793197631836,4.212153911590576,4.212153911590576,9.5367431640625e-05,0.0006437301635742188,0.005841255187988281,0.05946159362792969,0.5986928939819336,5.944418907165527,52.326035499572754,41.06173515319824,0.0030755996704101562,0.0,0.0
GPT2-Medium,L18,LayerNorm/ln_1/bias,1024,0.0,1,0.09765625,0,0.0,-0.6992935538291931,1.1843993663787842,1.1843993663787842,0.0,0.0,0.0,0.48828125,3.80859375,33.0078125,61.42578125,1.171875,0.09765625,0.0,0.0
GPT2-Medium,L18,LayerNorm/ln_1/weight,1024,0.0,0,0.0,0,0.0,0.06792815029621124,0.6206830739974976,0.6206830739974976,0.0,0.0,0.0,0.0,0.0,0.0,0.29296875,99.70703125,0.0,0.0,0.0
GPT2-Medium,L18,LayerNorm/ln_2/bias,1024,0.0,0,0.0,0,0.0,-0.504693329334259,0.4557233452796936,0.504693329334259,0.0,0.0,0.0,0.1953125,2.34375,23.33984375,73.046875,1.07421875,0.0,0.0,0.0
GPT2-Medium,L18,LayerNorm/ln_2/weight,1024,0.0,0,0.0,0,0.0,0.011401238851249218,0.8027576208114624,0.8027576208114624,0.0,0.0,0.0,0.0,0.0,0.0,0.29296875,99.70703125,0.0,0.0,0.0
GPT2-Medium,L19,Attn/O/bias,1024,0.0,3,0.29296875,0,0.0,-1.1553738117218018,2.462419033050537,2.462419033050537,0.0,0.0,0.0,0.0,0.68359375,5.76171875,54.19921875,39.0625,0.29296875,0.0,0.0
GPT2-Medium,L19,Attn/O/weight,1048576,0.0,184,0.017547607421875,0,0.0,-2.2447593212127686,1.9282630681991577,2.2447593212127686,0.0,0.00057220458984375,0.006771087646484375,0.067901611328125,0.6683349609375,6.760501861572266,57.24649429321289,35.231876373291016,0.017547607421875,0.0,0.0
GPT2-Medium,L19,Attn/QKV/bias,3072,0.0,0,0.0,0,0.0,-0.6684228777885437,0.6590472459793091,0.6684228777885437,0.0,0.0,0.03255208333333333,0.1953125,1.953125,17.28515625,65.91796875,14.615885416666666,0.0,0.0,0.0
GPT2-Medium,L19,Attn/QKV/weight,3145728,0.0,2,6.357828776041667e-05,0,0.0,-0.9867334365844727,1.1705421209335327,1.1705421209335327,6.357828776041666e-05,0.0006039937337239583,0.006802876790364583,0.07009506225585938,0.6987253824869792,6.969292958577474,58.53125254313151,33.72310002644856,6.357828776041666e-05,0.0,0.0
GPT2-Medium,L19,FFN/Intermediate/bias,4096,0.0,0,0.0,0,0.0,-0.3382752537727356,0.36412864923477173,0.36412864923477173,0.0,0.0,0.0,0.0,0.4638671875,4.3701171875,70.654296875,24.51171875,0.0,0.0,0.0
GPT2-Medium,L19,FFN/Intermediate/weight,4194304,0.0,9,0.00021457672119140625,0,0.0,-1.2604293823242188,1.1849414110183716,1.2604293823242188,9.5367431640625e-05,0.0007390975952148438,0.006580352783203125,0.07014274597167969,0.693511962890625,6.906914710998535,58.58454704284668,33.73725414276123,0.00021457672119140625,0.0,0.0
